First_Name,Last_Name,DOB,MaritalStatus,Gender,EmailAddress,Education,Occupation,Income,children,Cars 
Kelvin,Gao,1956-03-24,M,M,kelvin33@adventure-works.com,Partial College,Professional,60000,2,2
Jade,Sanders,1956-03-24,M,F,jade2@adventure-works.com,Partial College,Professional,60000,2,2
Angel,Cook,1956-03-26,M,M,angel20@adventure-works.com,Partial College,Professional,60000,2,2
Heidi,Raman,1956-03-18,M,F,heidi14@adventure-works.com,Partial College,Professional,60000,2,1
Kaylee,Cooper,1956-04-13,M,F,kaylee14@adventure-works.com,Partial College,Professional,70000,4,1
Lucas,Roberts,1955-10-18,M,M,lucas5@adventure-works.com,Bachelors,Management,80000,3,1
Emily,Thomas,1957-03-21,M,F,emily11@adventure-works.com,Partial High School,Skilled Manual,40000,2,3
Brooke,Cook,1962-08-07,M,F,brooke19@adventure-works.com,High School,Professional,60000,2,2
Lucas,Russell,1956-10-15,M,M,lucas67@adventure-works.com,Partial College,Professional,60000,2,1
Kelvin,Xie,1956-08-02,S,M,kelvin0@adventure-works.com,Partial College,Professional,60000,2,2
Amanda,Campbell,1957-05-01,M,F,amanda50@adventure-works.com,Partial College,Professional,60000,2,2
Amanda,Green,1956-08-19,M,F,amanda57@adventure-works.com,Partial College,Professional,60000,2,2
Sydney,Thompson,1968-03-30,M,F,sydney77@adventure-works.com,Partial College,Professional,60000,2,2
Justin,Miller,1957-06-16,M,M,justin37@adventure-works.com,Partial College,Professional,70000,4,2
Olivia,Williams,1957-08-11,M,F,olivia2@adventure-works.com,Partial High School,Skilled Manual,70000,2,3
Adrian,Bailey,1957-07-04,M,M,adrian16@adventure-works.com,High School,Professional,60000,2,2
Dalton,Brown,1963-08-30,M,M,dalton4@adventure-works.com,High School,Professional,60000,2,2
Noah,Edwards,1957-09-21,M,M,noah28@adventure-works.com,High School,Professional,60000,2,2
Gabrielle,Green,1957-11-02,S,F,gabrielle57@adventure-works.com,High School,Professional,60000,2,2
Jackson,Roberts,1964-01-17,S,M,jackson34@adventure-works.com,Bachelors,Management,130000,2,4
Jerome,Carlson,1963-10-07,M,M,jerome17@adventure-works.com,Partial College,Professional,160000,1,4
Willie,Chander,1963-04-23,M,M,willie35@adventure-works.com,Partial College,Professional,110000,2,3
Chloe,Howard,1963-05-02,M,F,chloe57@adventure-works.com,Partial College,Professional,110000,2,3
Priscilla,Nath,1973-12-05,M,F,priscilla17@adventure-works.com,Partial College,Professional,110000,2,3
Clayton,Tang,1962-11-19,S,M,clayton24@adventure-works.com,High School,Professional,120000,2,4
Gregory,Yuan,1962-08-26,S,M,gregory11@adventure-works.com,Bachelors,Management,170000,4,3
Lacey,She,1967-03-06,S,F,lacey36@adventure-works.com,High School,Professional,120000,3,4
Warren,She,1961-12-31,M,M,warren36@adventure-works.com,High School,Professional,150000,2,3
Randy,Zhou,1961-05-18,M,M,randy10@adventure-works.com,Partial College,Professional,110000,3,4
Abigail,Russell,1961-01-06,M,F,abigail45@adventure-works.com,Partial High School,Professional,120000,2,4
Mallory,Gutierrez,1960-07-06,M,F,mallory18@adventure-works.com,Partial College,Professional,130000,3,3
Megan,Gonzales,1960-08-01,S,F,megan65@adventure-works.com,Partial College,Professional,130000,3,3
Carolyn,Rana,1960-07-17,M,F,carolyn10@adventure-works.com,High School,Professional,170000,3,4
Briana,Alonso,1961-04-15,M,F,briana8@adventure-works.com,High School,Professional,170000,3,2
Yolanda,Anand,1965-08-30,M,F,yolanda21@adventure-works.com,Partial College,Professional,80000,3,1
Pedro,Gill,1949-10-25,M,M,pedro34@adventure-works.com,Bachelors,Management,80000,5,2
Terrance,Gonzalez,1955-06-16,S,M,terrance16@adventure-works.com,Partial College,Professional,90000,5,2
Jillian,Mehta,1955-08-04,M,F,jillian14@adventure-works.com,Partial College,Professional,90000,5,2
Susan,Sun,1949-10-20,M,F,susan23@adventure-works.com,Bachelors,Management,120000,4,4
Kristi,Raman,1950-01-08,M,F,kristi29@adventure-works.com,Bachelors,Management,120000,4,4
Megan,Alexander,1951-01-21,M,F,megan66@adventure-works.com,Partial College,Professional,80000,5,2
Gerald,Ruiz,1951-03-02,M,M,gerald10@adventure-works.com,Partial College,Professional,90000,5,2
Billy,Diaz,1956-10-16,M,M,billy4@adventure-works.com,Bachelors,Management,110000,3,4
Stacey,Ma,1951-05-09,M,F,stacey17@adventure-works.com,Partial College,Professional,130000,4,4
Lindsay,Nath,1950-12-10,M,F,lindsay18@adventure-works.com,Bachelors,Management,160000,3,4
Neil,Navarro,1952-05-13,M,M,neil9@adventure-works.com,Bachelors,Management,100000,3,1
Erica,He,1952-04-01,S,F,erica17@adventure-works.com,Bachelors,Management,110000,3,4
James,Long,1959-10-05,M,M,james25@adventure-works.com,Partial College,Professional,80000,4,1
Cameron,Miller,1959-10-31,M,M,cameron46@adventure-works.com,High School,Professional,100000,3,3
Kevin,Patterson,1960-05-08,M,M,kevin13@adventure-works.com,Partial College,Professional,110000,3,4
Dominic,Madan,1959-11-23,S,M,dominic7@adventure-works.com,High School,Professional,130000,4,1
Jerry,Raje,1958-07-27,M,M,jerry15@adventure-works.com,Partial College,Professional,130000,4,2
Todd,Chow,1957-07-12,M,M,todd4@adventure-works.com,Partial College,Professional,80000,4,2
Bruce,Subram,1957-03-13,M,M,bruce12@adventure-works.com,High School,Professional,80000,4,3
Stuart,Railson,1957-03-06,M,M,stuart3@adventure-works.com,High School,Professional,90000,4,2
Eduardo,Johnson,1957-01-29,M,M,eduardo1@adventure-works.com,High School,Professional,90000,4,3
Stacy,Gutierrez,1956-07-17,M,F,stacy11@adventure-works.com,Partial College,Professional,100000,3,4
Theresa,Schmidt,1956-09-17,M,F,theresa16@adventure-works.com,High School,Professional,130000,4,3
Paula,Martin,1962-08-08,M,F,paula3@adventure-works.com,Partial College,Management,170000,0,4
Emmanuel,Sanchez,1955-11-08,M,M,emmanuel18@adventure-works.com,Partial College,Management,120000,4,3
Jay,Dominguez,1955-07-20,S,M,jay42@adventure-works.com,Bachelors,Management,150000,4,3
Curtis,Lin,1971-08-08,S,M,curtis7@adventure-works.com,High School,Management,160000,4,4
Monica,Kim,1954-02-13,S,F,monica1@adventure-works.com,Partial High School,Skilled Manual,70000,5,3
Jacquelyn,Gill,1959-01-07,M,F,jacquelyn14@adventure-works.com,High School,Management,80000,5,4
Kari,Romero,1954-04-25,M,F,kari29@adventure-works.com,High School,Management,90000,4,3
Michele,Prasad,1954-03-04,M,F,michele24@adventure-works.com,High School,Management,90000,4,3
Shawna,Anand,1959-08-19,S,F,shawna21@adventure-works.com,Partial High School,Skilled Manual,90000,4,4
Martin,Lopez,1954-04-21,S,M,martin21@adventure-works.com,High School,Management,100000,3,4
Kathryn,Andersen,1954-05-22,M,F,kathryn11@adventure-works.com,High School,Management,130000,5,4
Shannon,Zhu,1952-08-20,M,F,shannon13@adventure-works.com,Partial High School,Skilled Manual,80000,5,2
Michael,Ruggiero,1953-05-13,M,M,michael23@adventure-works.com,Partial High School,Skilled Manual,90000,5,2
Aimee,Ma,1952-08-02,M,F,aimee11@adventure-works.com,High School,Management,100000,3,4
Tina,Prasad,1953-04-08,M,F,tina11@adventure-works.com,Partial High School,Professional,100000,3,4
Jenny,Raji,1953-03-03,M,F,jenny44@adventure-works.com,Partial High School,Professional,130000,5,4
Devin,Adams,1982-05-05,S,M,devin29@adventure-works.com,Bachelors,Professional,60000,0,3
Alisha,Lal,1981-05-30,S,F,alisha33@adventure-works.com,Bachelors,Professional,60000,0,4
Kellie,Navarro,1981-01-30,M,F,kellie8@adventure-works.com,Bachelors,Professional,70000,0,2
Brandi,Suarez,1981-11-19,M,F,brandi18@adventure-works.com,Bachelors,Professional,70000,0,2
Cedric,Nara,1982-02-14,S,M,cedric35@adventure-works.com,Bachelors,Professional,70000,0,2
Philip,Rubio,1981-10-24,S,M,philip20@adventure-works.com,Bachelors,Professional,70000,0,2
Clarence,Xu,1982-02-10,S,M,clarence19@adventure-works.com,Bachelors,Professional,80000,0,2
Bryant,Rana,1981-10-23,M,M,bryant10@adventure-works.com,Bachelors,Professional,80000,0,2
Louis,Ma,1980-04-07,S,M,louis10@adventure-works.com,Bachelors,Professional,70000,0,3
Marc,Gomez,1985-08-16,M,M,marc4@adventure-works.com,Bachelors,Professional,70000,0,3
Nicole,Lewis,1981-04-14,S,F,nicole21@adventure-works.com,Bachelors,Professional,80000,0,3
Jay,Ramos,1981-03-22,S,M,jay47@adventure-works.com,Bachelors,Professional,90000,0,2
Patricia,Kapoor,1979-09-04,S,F,patricia6@adventure-works.com,Bachelors,Professional,70000,0,4
Tabitha,Gutierrez,1979-01-05,M,F,tabitha31@adventure-works.com,Bachelors,Professional,80000,0,3
Rafael,Xu,1980-06-03,S,M,rafael13@adventure-works.com,Bachelors,Professional,90000,0,3
Jill,Carlson,1979-11-07,S,F,jill26@adventure-works.com,High School,Management,100000,0,2
Ashley,White,1977-11-09,M,F,ashley13@adventure-works.com,Bachelors,Professional,80000,0,3
Evan,Edwards,1979-03-04,S,M,evan25@adventure-works.com,High School,Management,100000,0,2
Sheila,Navarro,1979-02-14,M,F,sheila10@adventure-works.com,Partial College,Management,110000,0,3
Tiffany,Zeng,1978-08-05,M,F,tiffany23@adventure-works.com,Partial High School,Professional,120000,0,4
Dawn,Nara,1977-12-21,M,F,dawn41@adventure-works.com,High School,Management,110000,0,3
Joan,Hernandez,1977-02-22,M,F,joan15@adventure-works.com,High School,Management,100000,0,3
Brandi,Hernandez,1976-12-12,S,F,brandi4@adventure-works.com,High School,Management,100000,0,4
David,Li,1981-11-09,S,M,david58@adventure-works.com,Bachelors,Professional,90000,0,4
Kaylee,Gonzalez,1981-10-05,S,F,kaylee30@adventure-works.com,Bachelors,Professional,90000,0,4
Roy,Subram,1976-01-23,M,M,roy13@adventure-works.com,High School,Management,100000,0,4
Francisco,Subram,1977-04-18,M,M,francisco14@adventure-works.com,Partial High School,Professional,110000,0,4
Devon,Raji,1976-08-04,M,M,devon18@adventure-works.com,Partial High School,Professional,110000,0,4
Marie,Vazquez,1982-04-06,M,F,marie38@adventure-works.com,Partial High School,Professional,110000,0,4
Robert,Jones,1980-10-14,S,M,robert87@adventure-works.com,Partial College,Professional,80000,4,2
Elizabeth,Taylor,1969-11-21,M,F,elizabeth13@adventure-works.com,Partial College,Professional,90000,5,3
Natalie,James,1981-03-16,S,F,natalie20@adventure-works.com,Graduate Degree,Management,130000,2,2
Fernando,Jenkins,1962-01-12,S,M,fernando50@adventure-works.com,Partial College,Professional,70000,3,0
Chase,Sandberg,1967-02-04,M,M,chase4@adventure-works.com,Partial College,Professional,70000,4,0
Pedro,Hernandez,1940-03-18,M,M,pedro24@adventure-works.com,Graduate Degree,Management,50000,2,2
Miranda,Simmons,1939-08-05,M,F,miranda15@adventure-works.com,Graduate Degree,Management,50000,2,2
Jordan,Hall,1940-02-17,M,F,jordan51@adventure-works.com,Graduate Degree,Management,60000,2,2
Isabel,Hayes,1939-12-30,M,F,isabel21@adventure-works.com,Graduate Degree,Management,60000,2,2
Allison,Ward,1939-12-22,M,F,allison11@adventure-works.com,Bachelors,Management,160000,1,4
Rebekah,Perez,1985-08-13,S,F,rebekah19@adventure-works.com,Partial College,Clerical,30000,0,1
Joan,Ross,1986-06-22,S,F,joan8@adventure-works.com,Partial High School,Manual,20000,0,2
Colleen,Kumar,1985-09-18,S,F,colleen32@adventure-works.com,Partial High School,Manual,20000,0,2
Arthur,Blanco,1985-11-24,S,M,arthur40@adventure-works.com,Partial High School,Manual,20000,0,2
Emily,Brown,1985-08-18,S,F,emily4@adventure-works.com,Partial High School,Manual,20000,0,2
Tristan,Wood,1967-10-29,M,M,tristan2@adventure-works.com,Partial College,Skilled Manual,70000,1,1
Jesse,Evans,1972-02-05,M,M,jesse24@adventure-works.com,High School,Skilled Manual,40000,4,2
Dalton,Johnson,1977-12-18,M,M,dalton1@adventure-works.com,High School,Skilled Manual,40000,4,3
Carol,Serrano,1967-05-03,S,F,carol11@adventure-works.com,High School,Skilled Manual,40000,4,3
Melissa,Howard,1967-02-04,M,F,melissa33@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Destiny,Bennett,1966-08-15,M,F,destiny49@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Lucas,Collins,1967-01-30,M,M,lucas12@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Bailey,Ward,1967-05-23,M,F,bailey9@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Justin,Williams,1967-01-17,M,M,justin33@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Eduardo,Cook,1971-03-10,M,M,eduardo88@adventure-works.com,High School,Skilled Manual,40000,4,2
Tabitha,Dominguez,1966-01-30,S,F,tabitha33@adventure-works.com,Bachelors,Professional,40000,0,1
Melanie,Henderson,1973-01-11,S,F,melanie20@adventure-works.com,Graduate Degree,Professional,60000,0,1
Meredith,Browning,1973-03-15,S,F,meredith39@adventure-works.com,Graduate Degree,Professional,60000,0,1
Karl,Luo,1972-08-30,S,M,karl6@adventure-works.com,Graduate Degree,Professional,60000,0,1
Karen,Perry,1984-05-14,S,F,karen36@adventure-works.com,Graduate Degree,Professional,60000,0,1
Marissa,Perry,1984-01-20,S,F,marissa5@adventure-works.com,Graduate Degree,Professional,60000,0,1
Marcus,Wood,1966-03-20,M,M,marcus51@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Leonard,Kumar,1970-12-10,M,M,leonard9@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Nicole,Martin,1965-04-01,M,F,nicole15@adventure-works.com,Bachelors,Professional,60000,4,0
Jennifer,Cox,1964-12-07,M,F,jennifer64@adventure-works.com,Bachelors,Professional,60000,4,0
Victoria,Simmons,1970-07-24,M,F,victoria62@adventure-works.com,Bachelors,Professional,60000,4,0
Emma,Reed,1970-12-11,M,F,emma28@adventure-works.com,Bachelors,Professional,60000,4,0
Morgan,Ross,1970-11-23,S,F,morgan73@adventure-works.com,Bachelors,Professional,60000,4,0
Savannah,Hall,1970-06-09,M,F,savannah45@adventure-works.com,Bachelors,Professional,60000,4,1
Thomas,Roberts,1970-03-07,M,M,thomas41@adventure-works.com,Graduate Degree,Professional,70000,2,1
Alejandro,Sharma,1965-01-20,M,M,alejandro36@adventure-works.com,Graduate Degree,Professional,90000,5,0
Gail,Moore,1963-08-19,S,F,gail3@adventure-works.com,Bachelors,Professional,60000,3,1
Julia,Roberts,1964-03-04,M,F,julia10@adventure-works.com,Graduate Degree,Professional,80000,5,0
Cindy,Mehta,1975-02-05,S,F,cindy14@adventure-works.com,Graduate Degree,Management,80000,4,0
Daisy,Jiménez,1980-09-16,M,F,daisy2@adventure-works.com,Graduate Degree,Management,90000,1,0
Pearlie,Rusek,1985-08-13,S,F,pearlie0@adventure-works.com,Graduate Degree,Management,90000,1,0
Michele,Deng,1974-07-03,M,F,michele1@adventure-works.com,Bachelors,Professional,90000,2,0
Diane,Romero,1975-04-08,M,F,diane14@adventure-works.com,Bachelors,Professional,90000,2,0
Ann,Madan,1974-10-10,M,F,ann13@adventure-works.com,Graduate Degree,Management,100000,1,0
Clayton,Chavez,1980-09-23,S,M,clayton33@adventure-works.com,Graduate Degree,Management,100000,1,0
Armando,Hernandez,1974-10-03,S,M,armando4@adventure-works.com,Graduate Degree,Management,100000,1,0
Orlando,Hernandez,1981-11-23,S,M,orlando4@adventure-works.com,Graduate Degree,Management,80000,4,1
Latasha,Vazquez,1974-01-03,S,F,latasha14@adventure-works.com,Bachelors,Professional,70000,5,3
Marvin,Vazquez,1973-01-18,M,M,marvin15@adventure-works.com,Bachelors,Professional,70000,5,3
Yolanda,Andersen,1978-05-20,S,F,yolanda12@adventure-works.com,Bachelors,Professional,70000,5,3
Jenny,Ferrier,1975-02-19,S,F,jenny45@adventure-works.com,Graduate Degree,Management,110000,1,1
Jay,Kapoor,1975-04-15,S,M,jay7@adventure-works.com,Graduate Degree,Management,120000,1,1
Kathryn,Shen,1974-11-15,M,F,kathryn2@adventure-works.com,Graduate Degree,Management,120000,1,1
Mallory,Blanco,1975-04-18,S,F,mallory2@adventure-works.com,Graduate Degree,Management,130000,1,0
Jimmy,Dominguez,1975-01-13,M,M,jimmy16@adventure-works.com,Graduate Degree,Management,130000,1,1
Dawn,Liu,1972-08-17,M,F,dawn5@adventure-works.com,Bachelors,Professional,70000,5,4
Chelsea,Garcia,1978-04-16,M,F,chelsea16@adventure-works.com,Bachelors,Professional,70000,5,4
Kristi,Smith,1972-10-28,S,F,kristi25@adventure-works.com,Graduate Degree,Management,80000,5,2
Jacquelyn,Serrano,1978-08-19,M,F,jacquelyn17@adventure-works.com,Graduate Degree,Management,80000,5,2
Devon,Nara,1973-01-30,M,M,devon14@adventure-works.com,Graduate Degree,Management,80000,5,3
Bethany,Raheem,1972-02-21,M,F,bethany21@adventure-works.com,Bachelors,Professional,80000,5,3
Ross,Sai,1972-04-25,M,M,ross5@adventure-works.com,Bachelors,Professional,90000,2,0
Charles,Sanders,1970-10-07,M,M,charles50@adventure-works.com,Bachelors,Professional,60000,2,1
Jaime,Deng,1974-02-01,S,M,jaime25@adventure-works.com,Bachelors,Professional,70000,0,1
Latoya,Deng,1973-09-22,S,F,latoya1@adventure-works.com,Bachelors,Professional,70000,0,1
Jada,Rivera,1986-02-13,S,F,jada8@adventure-works.com,Bachelors,Professional,60000,3,2
Warren,Shan,1969-11-21,M,M,warren41@adventure-works.com,Bachelors,Professional,60000,4,2
Mandy,She,1975-09-29,M,F,mandy24@adventure-works.com,Bachelors,Professional,60000,4,2
Janet,Vazquez,1969-08-14,M,F,janet20@adventure-works.com,Bachelors,Professional,60000,4,3
Whitney,Suri,1986-01-30,S,F,whitney0@adventure-works.com,Bachelors,Professional,70000,0,1
Alfredo,Ruiz,1974-01-01,M,M,alfredo3@adventure-works.com,Bachelors,Professional,60000,5,3
Jacqueline,Torres,1968-12-28,S,F,jacqueline28@adventure-works.com,Bachelors,Professional,60000,3,2
Phillip,Malhotra,1969-01-17,S,M,phillip5@adventure-works.com,Bachelors,Professional,70000,0,1
Tracy,Deng,1972-09-04,M,F,tracy3@adventure-works.com,Bachelors,Professional,90000,4,0
Philip,Gutierrez,1973-09-12,M,M,philip11@adventure-works.com,Bachelors,Professional,60000,1,1
Beth,Moreno,1967-03-10,S,F,beth9@adventure-works.com,Bachelors,Professional,60000,1,1
Isabella,Henderson,1972-04-07,M,F,isabella16@adventure-works.com,Bachelors,Professional,60000,1,1
Deborah,Lal,1966-08-25,M,F,deborah13@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Glenn,Liang,1966-09-19,M,M,glenn18@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Kristy,Suarez,1971-02-15,S,F,kristy17@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Eddie,Torres,1966-04-13,M,M,eddie12@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Kristi,Chapman,1965-12-09,S,F,kristi18@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Theodore,Dominguez,1971-06-03,S,M,theodore13@adventure-works.com,Bachelors,Professional,70000,0,1
Alisha,Zhao,1970-10-01,M,F,alisha10@adventure-works.com,Bachelors,Professional,80000,5,4
Erik,Jimenez,1970-09-30,M,M,erik7@adventure-works.com,Bachelors,Professional,80000,5,4
Alejandro,Rai,1976-03-11,S,M,alejandro42@adventure-works.com,Bachelors,Professional,80000,5,4
Teresa,Gill,1971-01-11,M,F,teresa14@adventure-works.com,Bachelors,Professional,80000,5,4
Alejandro,Zhang,1971-02-24,S,M,alejandro2@adventure-works.com,Bachelors,Professional,80000,5,4
Craig,Sanz,1981-03-16,M,M,craig19@adventure-works.com,Bachelors,Professional,70000,0,1
Natasha,Ruiz,1964-09-09,S,F,natasha2@adventure-works.com,Bachelors,Professional,90000,1,1
Kathryn,Raji,1967-09-19,S,F,kathryn19@adventure-works.com,Partial College,Skilled Manual,70000,5,2
Amy,Gao,1967-05-19,M,F,amy21@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Dennis,Xu,1963-09-11,M,M,dennis13@adventure-works.com,Bachelors,Professional,80000,5,2
Erik,Hernandez,1964-05-07,M,M,erik5@adventure-works.com,Bachelors,Professional,90000,2,1
Julia,Barnes,1969-05-09,M,F,julia69@adventure-works.com,Bachelors,Management,90000,2,1
Cynthia,Chandra,1969-09-07,M,F,cynthia6@adventure-works.com,Bachelors,Management,100000,4,2
Gregory,Chander,1963-04-20,S,M,gregory19@adventure-works.com,Partial College,Skilled Manual,70000,1,1
Kristen,Chen,1942-02-02,M,F,kristen2@adventure-works.com,Partial College,Clerical,30000,2,2
Jill,Navarro,1942-02-20,M,F,jill17@adventure-works.com,Bachelors,Management,40000,2,1
Meghan,Ortega,1966-02-13,M,F,meghan21@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Pamela,Mehta,1965-08-31,M,F,pamela17@adventure-works.com,Partial College,Skilled Manual,70000,5,3
Jon,Nara,1965-12-18,M,M,jon13@adventure-works.com,Partial College,Skilled Manual,70000,5,3
Kaylee,Hernandez,1982-03-13,S,F,kaylee41@adventure-works.com,High School,Skilled Manual,30000,0,2
Alisha,Ye,1980-10-05,S,F,alisha9@adventure-works.com,High School,Skilled Manual,40000,0,1
Ross,Alvarez,1980-08-08,S,M,ross25@adventure-works.com,High School,Skilled Manual,40000,0,1
Henry,Lopez,1981-01-09,S,M,henry18@adventure-works.com,High School,Skilled Manual,40000,0,2
Richard,Patterson,1986-05-13,S,M,richard65@adventure-works.com,High School,Skilled Manual,30000,0,2
Regina,Malhotra,1985-12-24,S,F,regina4@adventure-works.com,High School,Skilled Manual,30000,0,2
Marcus,Jenkins,1986-05-01,S,M,marcus56@adventure-works.com,High School,Skilled Manual,30000,0,2
Jose,Gonzales,1985-11-16,S,M,jose11@adventure-works.com,High School,Skilled Manual,30000,0,2
Mary,Turner,1986-04-14,M,F,mary18@adventure-works.com,High School,Skilled Manual,30000,0,2
Terrence,Andersen,1986-04-21,S,M,terrence13@adventure-works.com,Partial High School,Clerical,30000,0,2
Sharon,She,1943-06-08,M,F,sharon6@adventure-works.com,Partial College,Clerical,30000,2,2
Todd,Sun,1942-11-06,M,M,todd12@adventure-works.com,Bachelors,Management,40000,2,2
Rachel,Bryant,1983-08-23,M,F,rachel66@adventure-works.com,High School,Skilled Manual,40000,0,2
Jaime,Shan,1943-10-16,M,M,jaime32@adventure-works.com,Bachelors,Management,40000,2,2
Ethan,White,1983-03-20,S,M,ethan46@adventure-works.com,Partial High School,Clerical,30000,0,2
Christopher,Davis,1983-05-04,S,M,christopher5@adventure-works.com,Partial High School,Clerical,30000,0,2
Rafael,Chen,1982-10-29,S,M,rafael2@adventure-works.com,Partial High School,Clerical,30000,0,2
Samuel,Chen,1982-08-11,S,M,samuel24@adventure-works.com,High School,Skilled Manual,40000,0,2
Riley,Peterson,1982-12-04,S,F,riley24@adventure-works.com,High School,Skilled Manual,40000,0,2
Bridget,Kennedy,1984-10-04,M,F,bridget10@adventure-works.com,Partial High School,Clerical,30000,0,2
Franklin,Luo,1984-12-02,S,M,franklin24@adventure-works.com,Partial High School,Clerical,30000,0,2
Jodi,Shen,1945-05-21,M,F,jodi2@adventure-works.com,Partial College,Clerical,30000,2,2
Laura,Gao,1945-05-02,M,F,laura20@adventure-works.com,Bachelors,Management,40000,2,2
Barbara,Shen,1945-11-19,M,F,barbara33@adventure-works.com,Bachelors,Management,40000,2,2
Jorge,Cai,1946-02-09,M,M,jorge24@adventure-works.com,Bachelors,Management,40000,2,2
Ivan,Fernandez,1948-03-11,M,M,ivan12@adventure-works.com,Bachelors,Management,40000,2,2
Marshall,Zhao,1947-12-15,S,M,marshall9@adventure-works.com,Graduate Degree,Management,50000,2,1
Seth,Clark,1981-10-01,M,M,seth18@adventure-works.com,Partial College,Skilled Manual,40000,0,1
Ryan,Wilson,1982-05-09,M,M,ryan46@adventure-works.com,Partial College,Skilled Manual,40000,0,1
Gabriella,Hall,1981-04-30,S,F,gabriella45@adventure-works.com,High School,Skilled Manual,40000,0,2
Angela,Gonzales,1980-11-28,M,F,angela20@adventure-works.com,High School,Skilled Manual,40000,0,2
Isabella,Jackson,1985-02-14,S,F,isabella67@adventure-works.com,Partial College,Skilled Manual,50000,0,1
Marissa,Simmons,1979-09-13,S,F,marissa12@adventure-works.com,Partial College,Skilled Manual,50000,0,1
Devin,Brown,1980-04-14,M,M,devin4@adventure-works.com,Partial College,Skilled Manual,50000,0,1
Paige,Morris,1978-10-31,S,F,paige43@adventure-works.com,Partial College,Skilled Manual,60000,0,1
Abigail,Bryant,1983-08-18,M,F,abigail43@adventure-works.com,Partial College,Skilled Manual,70000,0,2
Trinity,Cox,1978-02-09,S,F,trinity10@adventure-works.com,Partial College,Skilled Manual,70000,0,2
Connor,Young,1983-05-13,S,M,connor46@adventure-works.com,Bachelors,Management,80000,0,1
Cameron,Chen,1979-05-04,S,M,cameron21@adventure-works.com,Bachelors,Management,80000,0,1
Jasmine,Sanders,1984-08-16,S,F,jasmine40@adventure-works.com,Bachelors,Management,80000,0,1
David,Gonzales,1979-12-13,M,M,david50@adventure-works.com,Bachelors,Management,90000,4,1
Grace,Washington,1972-10-19,M,F,grace61@adventure-works.com,Bachelors,Management,100000,1,2
Allen,Patel,1978-05-03,S,M,allen3@adventure-works.com,Graduate Degree,Management,130000,0,1
Richard,Bailey,1973-08-17,S,M,richard97@adventure-works.com,Bachelors,Management,90000,4,1
Lauren,Rogers,1974-06-04,S,F,lauren1@adventure-works.com,Partial College,Skilled Manual,90000,4,3
Zachary,Butler,1979-05-05,M,M,zachary13@adventure-works.com,Graduate Degree,Management,110000,2,3
Jaime,Goel,1979-12-12,S,M,jaime42@adventure-works.com,Bachelors,Management,120000,1,4
Russell,Raji,1974-02-21,S,M,russell24@adventure-works.com,Bachelors,Management,120000,1,4
Hannah,Clark,1979-03-02,M,F,hannah17@adventure-works.com,Bachelors,Management,120000,1,4
Alex,Howard,1984-08-17,M,M,alex15@adventure-works.com,High School,Skilled Manual,40000,0,2
Kyle,Ross,1984-08-12,S,M,kyle0@adventure-works.com,High School,Skilled Manual,40000,0,2
Jake,Zukowski,1984-05-04,S,M,jake22@adventure-works.com,High School,Skilled Manual,40000,0,2
Jonathan,Johnson,1983-08-09,M,M,jonathan61@adventure-works.com,High School,Skilled Manual,40000,0,2
Evan,Hill,1984-05-05,M,M,evan38@adventure-works.com,Partial College,Skilled Manual,40000,0,1
Jenny,Goel,1984-03-19,S,F,jenny42@adventure-works.com,Partial College,Skilled Manual,60000,0,2
Cameron,Flores,1983-10-26,S,M,cameron7@adventure-works.com,Partial College,Skilled Manual,60000,0,2
Joanna,Suarez,1951-04-01,M,F,joanna18@adventure-works.com,Partial High School,Clerical,10000,2,2
Lawrence,Carlson,1950-11-21,M,M,lawrence17@adventure-works.com,High School,Skilled Manual,20000,4,2
Roy,Martin,1951-12-31,M,M,roy22@adventure-works.com,High School,Skilled Manual,20000,4,2
Paula,Munoz,1982-03-14,M,F,paula10@adventure-works.com,Graduate Degree,Skilled Manual,70000,1,0
Julia,Jackson,1982-01-14,M,F,julia34@adventure-works.com,Graduate Degree,Skilled Manual,70000,1,0
Sean,James,1968-12-12,S,M,sean15@adventure-works.com,Partial College,Professional,100000,0,2
Bailey,Reed,1974-12-02,S,F,bailey18@adventure-works.com,Partial College,Professional,100000,0,2
Eduardo,Brown,1968-12-29,M,M,eduardo3@adventure-works.com,Bachelors,Management,110000,4,0
Gabriel,Carter,1969-05-19,S,M,gabriel41@adventure-works.com,Bachelors,Management,110000,4,0
Devin,Russell,1969-01-31,S,M,devin57@adventure-works.com,Bachelors,Management,160000,2,2
Timothy,Sanders,1968-06-23,M,M,timothy5@adventure-works.com,Partial College,Professional,90000,5,4
